"Product Name","Link",
"Coway Sleek Pro AP-1009 Air Purifier (Pre Filter, Patented Urethane Carbon Filter & Green Anti-flu True HEPA Filter) (Coway AP-1009)","/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_kitchen_sr_pg19_1?ie=UTF8&adId=A0103506WOS8F4SW7N0G&url=%2FCoway-Sleek-Pro-AP-1009-Purifier%2Fdp%2FB07JZ94F9C%2Fref%3Dsr_1_289_sspa%3Fdchild%3D1%26qid%3D1592567745%26s%3Dkitchen%26sr%3D1-289-spons%26psc%3D1&qualifier=1592567745&id=4525979978271081&widgetName=sp_atf_browse"
"Sharp Air Purifier for Homes & Offices | Dual Purification - ACTIVE (Plasmacluster Technology) & PASSIVE FILTERS (True HEPA H14+Carbon+Pre-Filter) | Captures 99.97% of Impurities | Model:FP-F40E-W | White","/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_kitchen_sr_pg19_2?ie=UTF8&adId=A0910547J0ZYC5KQF7EY&url=%2FSharp-Purifier-FP-F40E-W-Filter-Cluster%2Fdp%2FB01B0DT29A%2Fref%3Dsr_1_290_sspa%3Fdchild%3D1%26qid%3D1592567745%26s%3Dkitchen%26sr%3D1-290-spons%26psc%3D1&qualifier=1592567745&id=4525979978271081&widgetName=sp_atf_browse"
"Crusaders XJ-4001B HEPA+Activated Carbon Filter Set","/Crusaders-XJ-4001B-Activated-Carbon-Filter/dp/B01M7THBWN/ref=sr_1_291?dchild=1&qid=1592567745&s=kitchen&sr=1-291"
"Honeywell Air Touch HAC35M1101W Room Air Purifier (Classic White)","/Honeywell-Touch-HAC35M1101W-Purifier-Classic/dp/B016BCVAH2/ref=sr_1_292?dchild=1&qid=1592567745&s=kitchen&sr=1-292"
"Eureka Forbes Aeroguard Mist 56-Watt Air Purifier (Silver)","/Eureka-Forbes-Aeroguard-Mist-Purifier/dp/B01FRWVI06/ref=sr_1_293?dchild=1&qid=1592567745&s=kitchen&sr=1-293"
"Di Grazia Room Office Home Electric Air Purifier Humidifier Aroma Diffuser Room Freshner with LED Light- Yellow Orange","/Electric-Purifier-Humidifier-Diffuser-Freshner/dp/B01LGR9J3O/ref=sr_1_294?dchild=1&qid=1592567745&s=kitchen&sr=1-294"
"TruSens Z-1000 Air Purifier Carbon Filter + HEPA Filter (Bundle)","/TruSens-Z-1000-Purifier-Carbon-Filter/dp/B07Y57CKMB/ref=sr_1_295?dchild=1&qid=1592567745&s=kitchen&sr=1-295"
"ANEMOI Non electric charcoal bag air purifier deodorizer And Dehumidifier For Cars, Bathrooms And Kitchen (250 Grams)","/ANEMOI-Electric-Deodorizer-Dehumidifier-Bathrooms/dp/B07QNR5TMS/ref=sr_1_296?dchild=1&qid=1592567745&s=kitchen&sr=1-296"
"SkyFlag Air Purifier with HEPA + Carbon Filter | Upto 390 Sq Ft Coverage | 1 Year Warranty","/SkyFlag-Purifier-Carbon-Coverage-Warranty/dp/B07GSSBLRG/ref=sr_1_297?dchild=1&qid=1592567745&s=kitchen&sr=1-297"
"Resideo Air Purifier with Remote Control, Advanced 3 Stage Filtration, AQI sensors with Digital Display, 60 sq.mtrs, 55 Wt (White)","/Resideo-Purifier-Control-Advanced-Filtration/dp/B07Z3QZ4BL/ref=sr_1_298?dchild=1&qid=1592567745&s=kitchen&sr=1-298"
